#1.3																									
1750	21	4	0																						
id	Cell Line	Perturbagen	Concentration	Timepoint	pMEK(S217/221)	pERK(T202/Y204)	p-p90RSK(S380)	p-p90RSK(T573)	p-AKT(T308)	p-AKT(S473)	p-mTOR(S2448)	p-p70S6K(T421/S424)	p-p70S6K(T389)	p-S6(S235/236)	p-AMPK(T172)	p-JNK(T183/Y185)	Total c-Jun	p-cJun(S63)	p-P38(T180/Y182)	p-HSP27(S82)	p-NFKB(S536)	Bim	cPARP	p-Histone H3(S10)	p27Kip1
0.1uM AZ-628 @ 5h (RVH-421)	RVH-421	AZ-628	0.1uM	5h	-1.04382	-1.464275	0.322963	0.230135	0.390975	0.005828	0.443697	-0.23133	0.5092415	-0.04016	0.729785	0.22195	-0.312255	-0.060925	-0.9512	0.461186	1.3409	0.812875	0.76561	0.8280135	0.3196
0.1uM AZ-628 @ 10h (RVH-421)	RVH-421	AZ-628	0.1uM	10h	-1.286245	-2.133905	0.3816665	0.12507	0.35063	0.338245	0.2879595	-0.43421	0.25553	-0.92062	0.543055	0.1833	-0.0759245	0.0274	-0.48203	0.2591495	1.4451	0.756295	0.71047	0.7244405	0.25932
0.1uM AZ-628 @ 24h (RVH-421)	RVH-421	AZ-628	0.1uM	24h	-1.170355	-1.483805	0.2883575	0.212995	0.2334015	-0.41671	0.335653	-0.30541	0.29741	-1.112915	0.459592	0.18311	0.45045	0.07870485	-0.45113	0.4291934	1.4762	0.6189595	1.511502	-0.181815	0.57388
0.1uM AZ-628 @ 48h (RVH-421)	RVH-421	AZ-628	0.1uM	48h	-0.94085	-1.044565	0.387275	0.244265	0.2666855	-0.006255	0.50299	-0.31322	0.533214	-0.87738	0.760082	0.28973	1.026705	0.390625	-0.498735	0.6132975	1.9424	0.688525	1.800498	-0.67419	1.073495
0.316uM AZ-628 @ 1h (RVH-421)	RVH-421	AZ-628	0.316uM	1h	-1.4438	-3.69555	0.614643	0.637075	0.955595	1.06162	0.638785	-0.67893	0.564565	0.33968	1.114675	0.12108	-0.1189825	0.0220915	-1.104	0.4554005	1.2121	0.72964	0.962277	0.3725815	0.401017
0.316uM AZ-628 @ 5h (RVH-421)	RVH-421	AZ-628	0.316uM	5h	-1.50175	-2.385145	0.595915	0.62944	0.577705	0.290645	0.60759	-0.22092	0.506371	-0.255538	0.94229	0.17042	-0.0023355	0.0186625	-0.83765	0.5933625	1.4665	0.761505	0.953555	0.972665	0.4734405
0.316uM AZ-628 @ 10h (RVH-421)	RVH-421	AZ-628	0.316uM	10h	-2.05195	-2.9886	0.187577	0.16194	0.29574	0.32513	0.391587	-0.59406	0.107765	-1.25355	0.315185	0.045577	0.006375	-0.007266	-0.49643	0.0423875	1.6133	0.5183	0.949595	0.894515	0.109295
0.316uM AZ-628 @ 24h (RVH-421)	RVH-421	AZ-628	0.316uM	24h	-1.415895	-1.87432	0.784165	0.393395	0.419845	-0.100552	0.710325	-0.31175	0.416995	-1.258975	0.950245	0.20879	1.06834	0.30596	-0.037299	0.63304	1.8608	0.836675	2.271655	-0.173277	1.115705
0.316uM AZ-628 @ 48h (RVH-421)	RVH-421	AZ-628	0.316uM	48h	-1.12214	-2.46227	1.02197	0.82543	0.752535	0.2489336	1.019275	0.18508	0.7474	-1.669	1.310245	0.37914	1.084185	0.37898	-0.4806695	1.036328	2.0424	1.18271	2.66838	-0.653825	1.713135
1uM AZ-628 @ 1h (RVH-421)	RVH-421	AZ-628	1uM	1h	-2.0548	-4.12555	0.409701	0.26716	0.665005	0.898015	0.3305925	-0.86791	0.225415	-0.138614	0.580995	0.05763	-0.2338365	-0.18577	-1.2135	0.104885	0.063418	0.271215	0.228243	-0.25552455	0.0412295
1uM AZ-628 @ 5h (RVH-421)	RVH-421	AZ-628	1uM	5h	-1.5857	-3.05363	0.62943	0.489025	0.438635	0.32716	0.5409635	-0.25865	0.491746	-0.22778645	0.89738	0.17465	0.1108694	-0.02587	-0.674465	0.6355045	1.1611	0.66784	0.878245	1.0083305	0.501105
1uM AZ-628 @ 10h (RVH-421)	RVH-421	AZ-628	1uM	10h	-2.4875	-3.5026	0.175131	0.003475	0.1437235	0.20917	0.115645	-0.74964	-0.212145	-1.61665	-0.0295825	-0.036819	0.36062	-0.24624	-0.61513	-0.151753	1.2147	0.18108	0.749055	0.69465	-0.086748
1uM AZ-628 @ 24h (RVH-421)	RVH-421	AZ-628	1uM	24h	-1.6824	-2.092445	0.4672765	0.29269	0.3079935	-0.345575	0.4513925	-0.45365	0.22386	-1.762	0.7367945	0.089306	1.43051	0.302985	0.14955	0.619234	2.0163	0.70851	2.60875	-0.1553705	1.042375
1uM AZ-628 @ 48h (RVH-421)	RVH-421	AZ-628	1uM	48h	-1.452785	-3.48334	0.764215	0.571545	0.665065	-0.023285	0.764315	0.026038	0.59812	-2.0194	1.237475	0.41776	1.08096	0.39643	-0.3009915	0.881465	2.0803	1.197335	2.8696	-0.185815	1.9232
3.16uM AZ-628 @ 1h (RVH-421)	RVH-421	AZ-628	3.16uM	1h	-2.51535	-4.13015	0.4382835	0.152835	0.638155	0.782615	0.3425935	-1.1634	0.27987	-0.508615	0.093408	0.10464	0.002875	0.008567	-1.10441	-0.1423305	-0.17985	0.50246	-0.02521	-0.7928475	-0.309912
3.16uM AZ-628 @ 5h (RVH-421)	RVH-421	AZ-628	3.16uM	5h	-1.82915	-3.424	0.5533735	0.491395	0.327624	0.2329965	0.53315	-0.40261	0.5667565	-0.318865	0.79219	0.24377	-0.073554	-0.115475	-0.83911	0.483654	1.2974	0.79686	0.8920475	0.8907055	0.3769505
3.16uM AZ-628 @ 10h (RVH-421)	RVH-421	AZ-628	3.16uM	10h	-2.7554	-3.41105	0.003435	-0.092025	0.030172	0.03869355	-0.143725	-0.87967	-0.227833	-1.92285	-0.373005	0.022923	0.7243	-0.05078	-0.43407	-0.2704625	1.0969	0.161135	0.4895685	0.60366	-0.385425
3.16uM AZ-628 @ 24h (RVH-421)	RVH-421	AZ-628	3.16uM	24h	-1.75005	-2.494575	0.631935	0.320995	0.319503	-0.341855	0.42114	-0.63853	0.40948	-1.6672	0.768021	0.24377	1.49661	0.1588625	-0.03555	0.6162226	1.9551	0.86644	2.60061	-0.0614905	0.97823
3.16uM AZ-628 @ 48h (RVH-421)	RVH-421	AZ-628	3.16uM	48h	-2.0498	-3.368965	0.66526	0.436	0.500885	-0.156595	0.63477955	-0.53688	0.674985	-2.18115	0.56967	0.46948	1.213725	0.338135	-0.29551	0.3963635	1.6989	1.117465	2.55125	-1.16301	1.53155
0.00316uM PLX-4720 @ 1h (RVH-421)	RVH-421	PLX-4720	0.00316uM	1h	0.344174	-0.19919	0.635385	0.514678	0.82472	0.825315	0.697505	-0.26384	0.6567525	0.66728395	1.086675	0.16681	0.09	-0.1199	-0.3769085	0.44499	1.5052	0.658055	1.26724	0.25495	0.4678525
0.00316uM PLX-4720 @ 5h (RVH-421)	RVH-421	PLX-4720	0.00316uM	5h	-0.235022	-0.08717	0.127921	0.006201	0.0196825	-0.2801095	-0.017061	-0.23747	0.0323245	0.1231605	0.108651	0.034047	0.001515	-0.1216165	-0.56789	-0.194251	-0.22838	0.007195	-0.015625	-0.050886	-0.495191
0.00316uM PLX-4720 @ 10h (RVH-421)	RVH-421	PLX-4720	0.00316uM	10h	0.30751	-0.115595	0.66261	0.4443189	0.408465	0.49538	0.58224	0.020179	0.5977825	0.63146	0.98359	0.18309	0.11649415	0.082805	0.0948545	0.392241	1.7338	0.588235	1.053105	0.6648575	0.34609
0.00316uM PLX-4720 @ 24h (RVH-421)	RVH-421	PLX-4720	0.00316uM	24h	-0.171844	0.072616	0.198755	0.274985	0.169501	-0.056333	0.297985	0.28442	0.201005	0.1529585	0.087702	0.076775	0.0137445	0.13018	0.1627735	0.18394	0.33848	0.078022	0.275095	0.35046	-0.345543
0.00316uM PLX-4720 @ 48h (RVH-421)	RVH-421	PLX-4720	0.00316uM	48h	0.3746475	-0.239085	0.628075	0.591365	0.29418	0.25238	0.655905	0.25975	0.36002	-0.461885	0.727755	0.15398	-0.2274	0.117395	-0.08686	0.63189	1.1329	0.440915	0.747105	0.71355	0.459645
0.01uM PLX-4720 @ 1h (RVH-421)	RVH-421	PLX-4720	0.01uM	1h	0.410773	-0.323735	0.594415	0.45348	0.75574	0.986425	0.68721	-0.32866	0.70027	0.588013	1.141305	0.14135	-0.036235	-0.2477231	-0.455298	0.5887745	1.374	0.584155	1.0685125	0.307155	0.556765
0.01uM PLX-4720 @ 5h (RVH-421)	RVH-421	PLX-4720	0.01uM	5h	0.034835	0.12417535	0.402293	0.4066985	0.1926625	0.039727	0.3617035	-0.12795	0.427588	0.419715	0.631375	0.17523	-0.0189735	-0.127159	-0.49564	0.163275	0.89343	0.34255	0.412295	0.3715535	-0.0041925
0.01uM PLX-4720 @ 10h (RVH-421)	RVH-421	PLX-4720	0.01uM	10h	0.14838	-0.100575	0.4932795	0.45976	0.40683	0.56779	0.4965105	-0.011504	0.484407	0.67329	0.83051	0.12486	-0.0717655	-0.15818815	-0.0129705	0.4818555	1.7101	0.44204	0.8797555	0.608475	0.2605795
0.01uM PLX-4720 @ 24h (RVH-421)	RVH-421	PLX-4720	0.01uM	24h	-0.01858365	-0.368975	0.283965	0.43467	0.128829	0.0015905	0.431415	0.13003	0.363295	0.299902	0.36878	0.076861	-0.282021	-0.1815575	-0.19851	0.23475445	0.89877	0.2201105	0.38291475	0.67569	0.0420935
0.01uM PLX-4720 @ 48h (RVH-421)	RVH-421	PLX-4720	0.01uM	48h	0.299908	-0.360462	0.26639	0.3589655	0.156065	0.272435	0.55638	0.20588	0.2849175	-0.55081	0.5939105	0.097549	-0.288501	-0.0152415	-0.2346595	0.565068	1.3994	0.3229005	0.7021169	0.778645	0.40584
0.0316uM PLX-4720 @ 1h (RVH-421)	RVH-421	PLX-4720	0.0316uM	1h	0.1394355	-0.641496	0.570334	0.422385	0.956375	0.999935	0.6734885	-0.39438	0.76719	0.603143	1.109335	0.22121	-0.05548	-0.068905	-0.63064	0.577418	1.5343	0.91647	1.1071365	0.3666195	0.4662
0.0316uM PLX-4720 @ 5h (RVH-421)	RVH-421	PLX-4720	0.0316uM	5h	-0.18504	-0.299455	0.4673225	0.4122465	0.3895265	0.17422555	0.451897	-0.16293	0.5660505	0.634945	0.51834	0.15417	-0.180359	-0.18516	-0.71372	0.401613	1.3976	0.625895	0.922637	0.723968	0.12536
0.0316uM PLX-4720 @ 10h (RVH-421)	RVH-421	PLX-4720	0.0316uM	10h	-0.091635	-0.50769	0.6193025	0.503875	0.50016	0.66969	0.5125075	-0.10901	0.544055	0.54942	0.81742	0.19282	-0.0509795	-0.1553315	-0.131896	0.54304235	1.7338	0.69351	1.0365685	0.620337	0.2294375
0.0316uM PLX-4720 @ 24h (RVH-421)	RVH-421	PLX-4720	0.0316uM	24h	-0.2337	-0.5821475	0.4426525	0.505364	0.228601	-0.0820725	0.49583	0.046582	0.42271	0.2768405	0.509516	0.1881	-0.2065165	-0.09814	-0.260419	0.377169	1.3928	0.473316	0.7995035	0.81296	0.118475
0.0316uM PLX-4720 @ 48h (RVH-421)	RVH-421	PLX-4720	0.0316uM	48h	-0.032672	-0.6015085	0.50443	0.494236	0.17334185	0.211306	0.576595	0.06161	0.34632	-0.512325	0.560932	0.12895	-0.074114	0.0172885	-0.222645	0.4589385	1.7549	0.4606385	0.859808	0.711225	0.431125
0.1uM PLX-4720 @ 1h (RVH-421)	RVH-421	PLX-4720	0.1uM	1h	-0.1851145	-1.58092	0.586805	0.45143	0.95759	0.85132	0.6312395	-0.52703	0.65446	0.5164775	1.10658	0.17463	-0.2361275	-0.010715	-0.7028135	0.594765	1.1616	1.04688	0.526545	0.354814	0.588765
0.1uM PLX-4720 @ 5h (RVH-421)	RVH-421	PLX-4720	0.1uM	5h	-0.485215	-1.007105	0.3519735	0.405685	0.5276	0.07894	0.44738	-0.23127	0.509306	0.3649715	0.74381	0.20462	-0.2364495	-0.017715	-0.71618	0.4909475	1.2168	0.815955	0.539555	0.7264993	0.4202335
0.1uM PLX-4720 @ 10h (RVH-421)	RVH-421	PLX-4720	0.1uM	10h	-0.73751	-1.36102	0.3410345	0.181	0.408895	0.40052	0.3599879	-0.34046	0.373345	0.05625	0.53757	0.17886	-0.2263225	-0.0759275	-0.23046	0.306363	1.6344	0.66019	0.640848	0.65634	0.319695
0.1uM PLX-4720 @ 24h (RVH-421)	RVH-421	PLX-4720	0.1uM	24h	-0.68234	-1.39015	0.3440826	0.209305	0.2281045	-0.224294	0.4195985	-0.19385	0.4085515	-0.414495	0.63109	0.16631	0.090312	0.094764	-0.335815	0.393196	1.5482	0.647744	0.9241895	0.51075	0.524565
0.1uM PLX-4720 @ 48h (RVH-421)	RVH-421	PLX-4720	0.1uM	48h	-0.60477	-1.00497	0.2920985	0.109085	0.16676135	-0.0375175	0.46978	-0.28376	0.327055	-0.41949	0.50316	0.12496	0.445225	0.261565	-0.3282215	0.526767	2.0616	0.533251	1.148317	0.07845	0.59491
0.316uM PLX-4720 @ 1h (RVH-421)	RVH-421	PLX-4720	0.316uM	1h	-0.686195	-2.8615	0.601693	0.70467	0.93498	0.907265	0.71142	-0.59435	0.6267575	0.313565	1.103745	0.15783	-0.3148575	-0.057125	-0.78227	0.4195285	1.3356	0.765475	1.242355	0.365987	0.4553315
0.316uM PLX-4720 @ 5h (RVH-421)	RVH-421	PLX-4720	0.316uM	5h	-1.05959	-2.042605	0.539872	0.538658	0.545065	0.138376	0.56656	-0.19466	0.5618884	-0.09083	0.914595	0.14554	-0.224458	0.00036	-0.6907715	0.6031085	1.4843	0.586655	1.179372	0.895441	0.425705
0.316uM PLX-4720 @ 10h (RVH-421)	RVH-421	PLX-4720	0.316uM	10h	-1.442405	-2.5668	0.4284885	0.276895	0.387185	0.427475	0.587925	-0.36316	0.33073	-0.825965	0.64904	0.10902	-0.156065	0.072339	-0.06257	0.289815	1.721	0.529145	1.12223	0.87144	0.21198
0.316uM PLX-4720 @ 24h (RVH-421)	RVH-421	PLX-4720	0.316uM	24h	-1.031145	-1.53577	0.5266775	0.54962	0.425995	-0.169641	0.766255	-0.18433	0.472565	-0.892755	0.950645	0.15374	0.63576	0.332385	0.0872485	0.632595	1.8579	0.69865	1.91955	0.028145	0.733925
0.316uM PLX-4720 @ 48h (RVH-421)	RVH-421	PLX-4720	0.316uM	48h	-0.854145	-1.805155	0.83801	0.64539	0.605105	0.198685	0.89029	0.023108	0.62073465	-1.12126	1.14845	0.27984	1.046235	0.45812	-0.47545	0.812058	1.4829	0.81205	2.002725	-0.4613675	1.217125
1uM PLX-4720 @ 1h (RVH-421)	RVH-421	PLX-4720	1uM	1h	-1.46047	-3.7317	0.356816	0.22643	0.60942	0.899435	0.442233	-0.87368	0.31136	-0.02667	0.619315	0.011503	-0.176831	-0.165119	-0.888445	0.1317	0.97873	0.301575	0.775277	0.1551335	0.114451
1uM PLX-4720 @ 5h (RVH-421)	RVH-421	PLX-4720	1uM	5h	-1.335645	-2.72035	0.536676	0.48241	0.469305	0.324455	0.569815	-0.26675	0.483889	-0.434115	0.883205	0.084872	-0.1317745	-0.1236315	-0.677208	0.5914595	1.2388	0.5905	1.07346	0.9846615	0.4326755
1uM PLX-4720 @ 10h (RVH-421)	RVH-421	PLX-4720	1uM	10h	-2.10205	-3.107	0.390205	0.17586	0.241175	0.32969	0.3536265	-0.58416	0.073355	-1.58855	0.27032	0.015062	-0.1031505	-0.2129875	-0.160115	0.036389	1.4555	0.24305	0.8509025	0.670801	-0.018001
1uM PLX-4720 @ 24h (RVH-421)	RVH-421	PLX-4720	1uM	24h	-1.38734	-1.832005	0.5387615	0.356065	0.2887515	-0.16906405	0.471984	-0.26082	0.30166	-1.48285	0.790055	0.084674	0.8803865	0.1336365	0.0518755	0.6901645	1.9363	0.69332	2.271489	-0.124916	0.94317
1uM PLX-4720 @ 48h (RVH-421)	RVH-421	PLX-4720	1uM	48h	-1.33308	-2.48747	0.80753	0.58246	0.555595	0.10171	0.7672	-0.04159	0.58137	-1.268925	0.997005	0.22625	0.9188	0.20089	-0.281835	0.90982035	1.9726	0.9478	2.46323	-0.6291815	1.576455
3.16uM PLX-4720 @ 1h (RVH-421)	RVH-421	PLX-4720	3.16uM	1h	-2.1816	-4.2523	0.399805	0.431125	0.65549	0.72975	0.49684	-1.0475	0.444765	-0.407155	0.180715	0.037902	-0.17288	-0.05305255	-1.019265	-0.060481	0.03278	0.59409	0.2612295	-0.463765	-0.261255
3.16uM PLX-4720 @ 5h (RVH-421)	RVH-421	PLX-4720	3.16uM	5h	-1.6741	-3.3462	0.474052	0.494555	0.3505035	0.19197955	0.5062605	-0.43599	0.479755	-0.785335	0.6934815	0.10869	-0.0582265	-0.083221	-0.74850845	0.523687	1.4192	0.839955	1.316679	0.9221235	0.3539915
3.16uM PLX-4720 @ 10h (RVH-421)	RVH-421	PLX-4720	3.16uM	10h	-2.5944	-3.0612	0.039849	0.017695	0.1894855	0.124191	0.0822965	-0.83855	0.024235	-1.7428	-0.2938975	-0.036878	0.660895	-0.17069	0.034205	-0.1809245	1.4895	0.32675	0.824558	0.631168	-0.18641
3.16uM PLX-4720 @ 24h (RVH-421)	RVH-421	PLX-4720	3.16uM	24h	-1.508635	-1.4602	0.5692805	0.455575	0.342495	-0.2313565	0.5483645	-0.36659	0.4114	-1.35655	0.6996275	0.2131	1.3787615	0.1587	0.219355	0.572254	2.0377	0.977785	2.499785	-0.1071575	1.18035
3.16uM PLX-4720 @ 48h (RVH-421)	RVH-421	PLX-4720	3.16uM	48h	-1.899975	-2.289965	0.82991	0.610665	0.64041	0.030045	0.89421	-0.41805	0.6401	-2.02655	0.23932	0.40268	1.17071	0.48282	0.001305	0.2834945	1.8175	1.08454	2.35789	-0.89071	1.3871
0.00316uM PLX4032 @ 1h (RVH-421)	RVH-421	PLX4032	0.00316uM	1h	-0.210431	0.002955	0.1129055	0.147135	0.33148	0.412935	0.008402	-0.51069	0.03647	-0.1915382	-0.0480265	-0.029512	0.185664	-0.0285065	-0.013122	-0.19289	-0.41551	0.125015	0.03147	-0.67309	-0.1926765
0.00316uM PLX4032 @ 5h (RVH-421)	RVH-421	PLX4032	0.00316uM	5h	0.04605	0.0311795	-0.140175	-0.270701	-0.30248	-0.51293	-0.3767935	-0.062422	-0.345396	0.260955	0.0949285	-0.3084	0.084346	-0.097978	-0.4186065	0.1009795	-0.43301	-0.248863	-0.020648	-0.161747	0.08701
0.00316uM PLX4032 @ 10h (RVH-421)	RVH-421	PLX4032	0.00316uM	10h	-0.223326	-0.1446265	-0.03092755	0.0810215	-0.0743265	0.044645	0.0437465	-0.23188	-0.143351	0.066813	0.0384885	-0.047774	0.121989	-0.035829	0.12138	-0.15271985	0.35937	-0.056907	0.101872	-0.0505674	-0.480275
0.00316uM PLX4032 @ 24h (RVH-421)	RVH-421	PLX4032	0.00316uM	24h	0.212285	0.033435	-0.029744	0.080885	-0.0951885	-0.354629	-0.05846	0.61374	-0.126025	0.214478	0.088646	-0.11823	-0.0677715	0.074364	0.347225	0.18674	0.37965	-0.166613	0.1180685	0.31772	-0.1841455
0.00316uM PLX4032 @ 48h (RVH-421)	RVH-421	PLX4032	0.00316uM	48h	0.0911185	-0.173225	0.270115	0.20447	0.013242	-0.112801	0.271175	0.22646	0.008045	-0.684985	0.0375325	-0.018524	-0.260859	0.0881955	0.313205	0.1652	0.50734	-0.0050185	0.4790855	0.467135	-0.043335
0.01uM PLX4032 @ 1h (RVH-421)	RVH-421	PLX4032	0.01uM	1h	-0.3617855	-0.1553715	0.42063055	0.13597	0.330435	0.50731	0.0718865	-0.59021	0.035045	0.0801168	0.1003315	-0.051386	0.135099	-0.134955	-0.181495	-0.023544	-0.76251	-0.01227	0.040055	-0.7739	0.1375365
0.01uM PLX4032 @ 5h (RVH-421)	RVH-421	PLX4032	0.01uM	5h	-0.03126775	0.0705825	-0.1069195	0.0412893	-0.0286985	-0.382505	-0.2708345	-0.094519	-0.1815535	0.059967	0.084231	-0.15445	0.079823	-0.15345	-0.4117525	0.1217515	-0.75001	-0.2861	0.03539	-0.1162565	0.143098
0.01uM PLX4032 @ 10h (RVH-421)	RVH-421	PLX4032	0.01uM	10h	-0.2424665	-0.1001655	0.0956555	-0.0491135	-0.01241065	0.124359	-0.154187	-0.24458	-0.1057555	0.081944	-0.112858	-0.19543	-0.0858675	-0.17608	0.05804	-0.186743	-0.09219	-0.153725	-0.0312035	0.0020435	-0.50438
0.01uM PLX4032 @ 24h (RVH-421)	RVH-421	PLX4032	0.01uM	24h	0.03064685	-0.06338455	0.0364925	0.1268255	-0.0569395	-0.283525	-0.155783	0.32499	-0.06064	0.037166	-0.0871055	-0.12864	-0.1379745	-0.090106	0.20979	0.06118	-0.18589	-0.1616165	-0.0102795	0.238605	-0.32004725
0.01uM PLX4032 @ 48h (RVH-421)	RVH-421	PLX4032	0.01uM	48h	0.096397	-0.1508545	0.2264795	0.18411	-0.0416465	0.0047075	0.22853	0.17562	-0.00792735	-0.79878	0.0473645	-0.12864	-0.21207	0.0209195	0.123693	0.17206	0.38759	-0.010503	0.3195315	0.33413	-0.085095
0.0316uM PLX4032 @ 1h (RVH-421)	RVH-421	PLX4032	0.0316uM	1h	-0.3307885	-0.139585	0.190963	0.056605	0.35476	0.509415	0.0308303	-0.57764	0.1288165	-0.059088	0.012667	-0.033124	0.1551445	-0.069493	-0.304345	-0.148835	-0.18448	0.19649	0.0103925	-0.580675	-0.1609495
0.0316uM PLX4032 @ 5h (RVH-421)	RVH-421	PLX4032	0.0316uM	5h	-0.3208025	-0.03151	0.253404	0.230201	0.0277655	-0.20912	0.059591	-0.30736	0.1338415	0.272105	-0.018597	0	-0.100817	-0.1453725	-0.674931	-0.09245205	0.22931	0.0976715	0.2459903	0.1809625	-0.25447
0.0316uM PLX4032 @ 10h (RVH-421)	RVH-421	PLX4032	0.0316uM	10h	-0.41483	-0.40506	0.112648	-0.030505	0.0085095	0.165925	-0.051611	-0.30951	-0.01391	0.004145	-0.134086	-0.23092	-0.1302995	-0.217115	-0.036655	-0.2763615	0.5135	0.0651105	-0.12572	-0.00945	-0.5094865
0.0316uM PLX4032 @ 24h (RVH-421)	RVH-421	PLX4032	0.0316uM	24h	-0.1137895	-0.1828875	0.1010855	0.203455	0.0279965	-0.21749	0.088596	0.27498	-0.0051	0.084445	-0.0548685	-0.036819	-0.184048	-0.0790505	-0.02285	0.04480045	0.3294	0.01151	0.007095	0.33849	0.004055
0.0316uM PLX4032 @ 48h (RVH-421)	RVH-421	PLX4032	0.0316uM	48h	-0.016251	-0.1999625	0.22145	0.1692005	-0.017612	-0.03608	0.244735	0.12334	-0.0151467	-0.655885	0.0012205	0.0074984	-0.052008	0.1087725	0.0899435	0.1740096	0.83358	0.099995	0.4795305	0.522105	0.032405
0.1uM PLX4032 @ 1h (RVH-421)	RVH-421	PLX4032	0.1uM	1h	-0.464885	-0.4824	0.3093425	0.245225	0.58697	0.54894	0.288854	-0.68504	0.17631	-0.1962775	0.142015	0.096631	0.097236	0.0716785	-0.304375	-0.0894655	-0.69374	0.47682	-0.13403	-0.697	0.125399
0.1uM PLX4032 @ 5h (RVH-421)	RVH-421	PLX4032	0.1uM	5h	-0.292815	-0.326985	0.1834545	0.1918855	0.22245	-0.143315	0.2468265	-0.39438	0.195554	0.0228325	0.2678095	0.1208	-0.155141	-0.0493	-0.7094975	0.0764945	-0.22464	0.43323	-0.008243	0.2303975	-0.02887
0.1uM PLX4032 @ 10h (RVH-421)	RVH-421	PLX4032	0.1uM	10h	-0.722045	-0.641115	-0.108813	-0.18979	-0.0327924	-0.0323005	-0.1695055	-0.32271	-0.22883	-0.117475	-0.1704735	0.0033037	-0.195837	-0.070567	-0.0875595	-0.14481	0.24254	0.1020505	-0.006044	0.00481	-0.1206965
0.1uM PLX4032 @ 24h (RVH-421)	RVH-421	PLX4032	0.1uM	24h	-0.391165	-0.64709	-0.0357735	0.056275	-0.04331	-0.348815	0.083767	0.037008	0.0377328	-0.38929	-0.0079705	0.01127	0.0083355	0.0360565	-0.1622585	-0.0585225	0.11485	0.147949	-0.0768215	0.017275	-0.1020905
0.1uM PLX4032 @ 48h (RVH-421)	RVH-421	PLX4032	0.1uM	48h	-0.38073	-0.47597	0.013255	-0.0397105	-0.160291	-0.239195	0.0790295	-0.026248	-0.0875355	-0.68032	-0.16431	-0.033021	0.2922605	0.233534	0.0353375	0.0342685	0.79584	0.013175	0.367354	0.066743805	-0.07147
0.316uM PLX4032 @ 1h (RVH-421)	RVH-421	PLX4032	0.316uM	1h	-0.89313	-1.38747	0.2795055	0.339226	0.49158	0.57502	0.1749665	-0.62775	0.069831	-0.25989	0.1243995	-0.014852	-0.0840705	-0.1013589	-0.537865	-0.247808	-0.1688	0.02463	0.293155	-0.5181815	-0.1271795
0.316uM PLX4032 @ 5h (RVH-421)	RVH-421	PLX4032	0.316uM	5h	-0.434595	-1.212585	0.5882065	0.6528385	0.37524	-0.001771	0.50784	-0.21687	0.352322	-0.134963	0.609345	0.068987	-0.3167545	-0.0570705	-0.7908535	0.3408321	0.93851	0.56272	0.6337545	0.425448	0.1262685
0.316uM PLX4032 @ 10h (RVH-421)	RVH-421	PLX4032	0.316uM	10h	-1.20325	-1.489345	-0.1081805	-0.277885	-0.0873845	-0.14933	-0.29201	-0.48575	-0.407815	-0.831385	-0.1247355	-0.3114	-0.26421	-0.12076	-0.11909	-0.1840135	0.5848	-0.08401	-0.042896	0.0493665	-0.50281
0.316uM PLX4032 @ 24h (RVH-421)	RVH-421	PLX4032	0.316uM	24h	-0.65408	-1.16389	0.52843	0.4427525	0.146431	-0.31567	0.376245	-0.14669	0.052464	-1.00387	0.1944	0.041723	0.479165	0.26841	-0.141067	0.286225	0.22597	0.36418	0.518775	-0.490245	0.341255
0.316uM PLX4032 @ 48h (RVH-421)	RVH-421	PLX4032	0.316uM	48h	-0.80548	-0.770005	0.317333	0.2585405	0.0670055	-0.281355	0.292595	-0.21653	-0.016319	-1.078165	-0.047555	-0.022081	0.81992	0.3065515	-0.282108	0.1065745	0.57158	0.0979515	0.803735	-0.602385	0.34209
1uM PLX4032 @ 1h (RVH-421)	RVH-421	PLX4032	1uM	1h	-1.315245	-2.97715	0.146075	-0.004565	0.201755	0.360785	-0.1659515	-0.63463	-0.28276	-0.317675	-0.0282765	-0.16166	-0.160595	-0.30032	-0.8494	-0.147435	-0.30559	-0.182045	0.061214	-0.60322725	-0.079295
1uM PLX4032 @ 5h (RVH-421)	RVH-421	PLX4032	1uM	5h	-1.280145	-2.15752	0.31644975	0.21704	0.16437	-0.1105445	0.098139	-0.49281	0.066685	-0.58879	0.102652	-0.039972	-0.384275	-0.1616687	-0.785915	0.075486	0.96129	0.1053385	0.568318	0.667807	-0.0798845
1uM PLX4032 @ 10h (RVH-421)	RVH-421	PLX4032	1uM	10h	-1.92175	-2.41285	-0.2461	-0.268355	-0.2081935	-0.0975485	-0.429995	-0.67687	-0.538285	-1.9436	-0.205735	-0.31735	-0.135205	-0.220535	0.107735	-0.041041	0.16523	-0.32332	0.089977	-0.032225	-0.4993405
1uM PLX4032 @ 24h (RVH-421)	RVH-421	PLX4032	1uM	24h	-1.460045	-1.806625	0.226188	0.16184	-0.02006	-0.591085	-0.019435	-0.48475	-0.1811395	-2.10575	-0.1068725	-0.087024	0.836562	0.024997	0.040465	0.175396	0.65014	0.122895	1.4357665	-0.7189565	0.317895
1uM PLX4032 @ 48h (RVH-421)	RVH-421	PLX4032	1uM	48h	-1.39891	-1.91928	0.07994	0.018	0.118789	-0.261265	0.07327395	-0.51578	-0.1208775	-2.9833	-0.0039161	-0.086854	1.00848	0.3192075	-0.291115	0.0492236	-0.0090005	0.2264	1.161165	-2.14645	0.81187
