	('measuredProteinValue 0',)
('109213 1112', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	2557.286865
('109214 1113', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	2798.316577
('109215 1114', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	2954.037635
('109216 1115', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	2996.972004
('109217 1116', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	531.6174331
('109218 1117', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	528.3925891
('109219 1118', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	558.9192733
('109220 1119', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	605.2307019
('109221 1120', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	593.4692969
('109222 1121', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	583.2841053
('109223 1122', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	106.8709766
('109224 1123', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	108.3522923
('109225 1124', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	107.6432499
('109226 1125', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	101.9884192
('109227 1126', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	102.3172689
('109228 1127', 'clName: HCC1419', 'clCenterSpecificID: 50207', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	108.8111959
('109229 1128', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.695090788
('109230 1129', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.685001588
('109231 1130', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.685358889
('109232 1131', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.659759082
('109233 1132', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.693978589
('109234 1133', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.767348411
('109235 1134', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	187.3768525
('109236 1135', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	201.5785448
('109237 1136', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	197.0225166
('109238 1137', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	235.1562483
('109239 1138', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	194.7236927
('109240 1139', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	200.5521503
('109241 1140', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	184.6755407
('109242 1141', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	148.5079165
('109243 1142', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	238.8848452
('109244 1143', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	42.79069279
('109245 1144', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	127.1937664
('109246 1145', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	42.79069279
('109247 1146', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	72.33834357
('109248 1147', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	30.2621439
('109249 1148', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	30.37968043
('109250 1149', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	28.85539406
('109251 1150', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	30.21855231
('109252 1151', 'clName: HCC1428', 'clCenterSpecificID: 50208', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	29.4297832
('109253 1152', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.305558115
('109254 1153', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.007776205
('109255 1154', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.151861147
('109256 1155', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.234522432
('109257 1156', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	2.474038414
('109258 1157', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	3.072323753
('109259 1158', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	367.3946375
('109260 1159', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	376.2110822
('109261 1160', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	384.2030694
('109262 1161', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	337.8786565
('109263 1162', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	347.8411881
('109264 1163', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	342.4008139
('109265 1164', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	226.6639383
('109266 1165', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	266.9236305
('109267 1166', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	224.6222567
('109268 1167', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	233.7555325
('109269 1168', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	236.1922446
('109270 1169', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	227.0116558
('109271 1170', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	82.78132415
('109272 1171', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	80.61120725
('109273 1172', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	78.08924668
('109274 1173', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	80.01414759
('109275 1174', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	74.16821825
('109276 1175', 'clName: HCC1500', 'clCenterSpecificID: 50579', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	74.63026942
('109277 1176', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.040752826
('109278 1177', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.188749042
('109279 1178', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.017779912
('109280 1179', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.093568281
('109281 1180', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.976394148
('109282 1181', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.329019909
('109283 1182', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	433.7220629
('109284 1183', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	448.6416717
('109285 1184', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	458.9112421
('109286 1185', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	446.0344512
('109287 1186', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	486.7440138
('109288 1187', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	412.1412288
('109289 1188', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	224.8820485
('109290 1189', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	212.9340618
('109291 1190', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	225.6097919
('109292 1191', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	227.8459568
('109293 1192', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	255.5228793
('109294 1193', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	224.6820712
('109295 1194', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	247.7773271
('109296 1195', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	265.0005747
('109297 1196', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	250.5217751
('109298 1197', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	248.7315727
('109299 1198', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	261.3908649
('109300 1199', 'clName: HCC1569', 'clCenterSpecificID: 50210', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	293.895497
('109301 1200', 'clName: HCC1806', 'clCenterSpecificID: 50211', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.114640341
('109302 1201', 'clName: HCC1806', 'clCenterSpecificID: 50211', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.08968055
('109303 1202', 'clName: HCC1806', 'clCenterSpecificID: 50211', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.093826779
('109304 1203', 'clName: HCC1806', 'clCenterSpecificID: 50211', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.080438658
('109305 1204', 'clName: HCC1806', 'clCenterSpecificID: 50211', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.081600918
('109306 1205', 'clName: HCC1806', 'clCenterSpecificID: 50211', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.095611621
('109307 1206', 'clName: HCC1806', 'clCenterSpecificID: 50211', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	663.2108164
('109308 1207', 'clName: HCC1806', 'clCenterSpecificID: 50211', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	699.1251556
('109309 1208', 'clName: HCC1806', 'clCenterSpecificID: 50211', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	670.0593698
('109310 1209', 'clName: HCC1806', 'clCenterSpecificID: 50211', 'ppName: IL-2', 'ppLincsID: 200866.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	723.3510767
